Certificate,Runtime,Genre,IMDB_Rating,Meta_score,Director,No_of_Votes,Gross,Released_Decade
Approved,128,Action,7.7,74.0,John Sturges,87719,4.905,1950s
Passed,129,Comedy,7.7,78.08849557522124,John Ford,34677,10.55,1950s
U,92,Drama,7.7,79.15668202764977,Robert Wise,76315,5.9849465,1950s
PG,105,Adventure,7.7,91.0,John Huston,71481,0.536118,1950s
Approved,110,Drama,7.7,79.15668202764977,Charles Vidor,27991,17.057,1940s
G,125,Animation,7.7,96.0,James Algar,88662,76.408097,1930s
PG-13,126,Biography,7.6,73.0,Todd Haynes,60408,7.0,2010s
U/A,102,Drama,7.6,71.0,Aneesh Chaganty,140840,26.020957,2010s
A,161,Comedy,7.6,83.0,Quentin Tarantino,551309,142.502728,2010s
R,127,Drama,7.6,86.0,Andrey Zvyagintsev,29765,0.566356,2010s
A,111,Drama,7.6,92.0,Sean Baker,95181,5.904366,2010s
A,137,Biography,7.6,68.0,Destin Daniel Cretton,46739,7.0,2010s
PG-13,101,Drama,7.6,60.0,Marc Webb,99643,24.801212,2010s
PG-13,97,Adventure,7.6,70.0,Tyler Nilson,66346,13.122642,2010s
PG-13,97,Drama,7.6,83.0,Deniz Gamze Ergüven,35785,0.845464,2010s
UA,136,Action,7.6,67.0,James Gunn,569974,389.813101,2010s
UA,113,Action,7.6,86.0,Edgar Wright,439406,107.825862,2010s
UA,134,Action,7.6,72.0,Joseph Kosinski,58371,18.340051,2010s
UA,142,Drama,7.6,81.0,Steven Spielberg,287659,72.313754,2010s
UA,118,Animation,7.6,80.0,Brad Bird,250057,608.581744,2010s
U,107,Animation,7.6,81.0,Ron Clements,272784,248.757044,2010s
A,121,Action,7.6,82.0,Denis Villeneuve,371291,46.889293,2010s
A,133,Drama,7.6,82.0,Ryan Coogler,247666,109.767581,2010s
R,140,Crime,7.6,92.0,Andrey Zvyagintsev,49397,1.0928,2010s
R,102,Action,7.6,88.0,David Mackenzie,204175,26.86245,2010s
PG-13,98,Biography,7.6,77.0,Stephen Frears,94212,37.707719,2010s
UA,130,Action,7.6,79.0,Matt Reeves,411599,208.545589,2010s
A,101,Action,7.6,73.0,Gareth Evans,190531,4.105123,2010s
A,109,Action,7.6,68.0,David Ayer,228132,41.003371,2010s
U,94,Animation,7.6,80.0,Hiromasa Yonebayashi,80939,19.202743,2010s
UA,136,Drama,7.6,88.0,Bradley Cooper,334312,215.288866,2010s
PG-13,110,Drama,7.6,80.0,Ethan Coen,311822,171.243005,2010s
R,118,Drama,7.6,65.0,Susanne Bier,38491,1.008098,2010s
U,95,Animation,7.6,72.0,Pierre Coffin,500851,251.513985,2010s
R,100,Comedy,7.6,72.0,Jonathan Levine,315426,35.014192,2010s
UA,117,Action,7.6,66.0,Matthew Vaughn,524081,48.071303,2010s
PG-13,133,Biography,7.6,87.0,Bennett Miller,369529,75.605492,2010s
R,120,Drama,7.6,70.0,Pedro Almodóvar,138959,3.185812,2010s
A,88,Adventure,7.6,73.0,Ruben Fleischer,520041,75.590286,2000s
PG-13,128,Action,7.6,57.0,Guy Ritchie,583158,209.028679,2000s
UA,129,Biography,7.6,53.0,John Lee Hancock,293266,255.959475,2000s
PG-13,104,Drama,7.6,79.0,Tom McCarthy,41544,9.422422,2000s
UA,123,Drama,7.6,36.0,Gabriele Muccino,286770,69.951824,2000s
R,100,Action,7.6,82.0,David Cronenberg,227760,17.114882,2000s
U,127,Adventure,7.6,66.0,Matthew Vaughn,255036,38.634938,2000s
R,129,Crime,7.6,76.0,Spike Lee,339757,88.513495,2000s
R,114,Crime,7.6,72.0,Ben Affleck,250590,20.300218,2000s
PG-13,140,Biography,7.6,66.0,Olivier Dahan,82781,10.301706,2000s
PG-13,104,Action,7.6,70.0,Ronny Yu,72863,24.63373,2000s
U,110,Drama,7.6,68.0,Neil Burger,354728,39.868642,2000s
UA,153,Action,7.6,78.0,David Yates,474827,301.959197,2000s
A,117,Action,7.6,52.0,Zack Snyder,732876,210.614939,2000s
R,124,Drama,7.6,72.0,Woody Allen,206294,23.089926,2000s
A,162,Action,7.6,56.0,Zack Snyder,500799,107.509799,2000s
R,122,Action,7.6,62.0,Andrew Niccol,294140,24.149632,2000s
UA,103,Horror,7.6,46.0,James Wan,379020,56.000369,2000s
R,124,Drama,7.6,67.0,Charlie Kaufman,83158,3.081925,2000s
R,105,Drama,7.6,73.0,Gregg Araki,65939,0.697181,2000s
R,93,Comedy,7.6,45.0,Yann Samuell,67360,0.548707,2000s
U,133,Drama,7.6,76.0,Jean-Pierre Jeunet,70925,6.167817,2000s
R,89,Comedy,7.6,81.0,Tom McCarthy,67370,5.739376,2000s
UA,124,Crime,7.6,70.0,Alejandro G. Iñárritu,224545,16.290476,2000s
R,129,Crime,7.6,56.0,Chan-wook Park,62659,0.045289,2000s
U,106,Biography,7.6,67.0,Marc Forster,198677,51.680613,2000s
R,135,Drama,7.6,68.0,Spike Lee,169708,13.060843,2000s
U,113,Drama,7.6,30.0,Eric Bress,451479,57.938693,2000s
A,113,Drama,7.6,73.0,Danny Boyle,376853,45.064915,2000s
A,110,Comedy,7.6,76.0,Wes Anderson,266842,52.36401,2000s
A,106,Drama,7.6,88.0,Alfonso Cuarón,115827,13.622333,2000s
U,152,Adventure,7.6,64.0,Chris Columbus,658185,317.57555,2000s
PG-13,101,Horror,7.6,74.0,Alejandro Amenábar,337651,96.522687,2000s
R,124,Biography,7.6,52.0,Ted Demme,240714,52.990775,2000s
A,131,Drama,7.6,53.0,Jean-Jacques Annaud,243729,51.401758,2000s
A,145,Action,7.6,80.0,Steven Spielberg,508417,132.072926,2000s
R,146,Biography,7.6,74.0,Norman Jewison,91557,50.668906,1990s
A,101,Comedy,7.6,64.0,Mary Harron,490062,15.070285,2000s
UA,81,Crime,7.6,77.0,Tom Tykwer,188317,7.267585,1990s
A,170,Drama,7.6,78.0,Terrence Malick,172710,36.400491,1990s
U,88,Animation,7.6,71.0,Tony Bancroft,256906,120.620254,1990s
R,118,Adventure,7.6,41.0,Terry Gilliam,259753,10.680275,1990s
A,108,Crime,7.6,69.0,Michael Haneke,65058,64.61694,1990s
A,100,Mystery,7.6,66.0,Alex Proyas,187927,14.378331,1990s
UA,147,Crime,7.6,49.0,Barry Levinson,186734,49.1,1990s
A,134,Mystery,7.6,52.0,David Lynch,131101,3.796699,1990s
U,136,Drama,7.6,84.0,Ang Lee,102598,43.182776,1990s
A,128,Action,7.6,58.0,John McTiernan,364420,100.012499,1990s
R,121,Adventure,7.6,62.0,Jim Jarmusch,90442,1.037847,1990s
A,135,Drama,7.6,69.0,Clint Eastwood,73172,71.516617,1990s
U,92,Comedy,7.6,88.0,Krzysztof Kieslowski,64390,1.464625,1990s
R,113,Action,7.6,56.0,Joel Schumacher,171640,40.903593,1990s
U,102,Comedy,7.6,78.0,Richard Linklater,165465,7.993039,1990s
UA,120,Comedy,7.6,68.0,Jonathan Lynn,107325,52.929168,1990s
U,118,Animation,7.6,90.0,Isao Takahata,27071,0.453243,1990s
R,99,Comedy,7.6,66.0,Marc Caro,80487,1.794187,1990s
U,103,Comedy,7.6,63.0,Chris Columbus,488817,285.761243,1990s
A,162,Crime,7.6,60.0,Francis Ford Coppola,359809,66.666062,1990s
UA,95,Comedy,7.6,76.0,Rob Reiner,195663,92.8236,1980s
U,83,Animation,7.6,88.0,Ron Clements,237696,111.543479,1980s
U,85,Comedy,7.6,76.0,David Zucker,152871,78.756177,1980s
U,93,Comedy,7.6,72.0,John Hughes,124773,49.53028,1980s
A,109,Action,7.6,68.0,Richard Donner,236894,65.207127,1980s
A,99,Crime,7.6,82.0,Joel Coen,87745,2.15,1980s
UA,109,Drama,7.6,68.0,Mark Rydell,27650,119.285432,1980s
A,96,Action,7.6,77.0,George Miller,166588,12.465371,1980s
UA,92,Action,7.6,65.0,Walter Hill,93878,22.490039,1970s
U,95,Adventure,7.6,74.0,James Frawley,32802,76.657,1970s
A,112,Action,7.6,76.0,Don Siegel,121731,43.0,1970s
A,121,Biography,7.6,59.0,Alan Parker,73662,35.0,1970s
U,138,Drama,7.6,90.0,Steven Spielberg,184966,132.088635,1970s
A,112,Comedy,7.6,87.0,Robert Altman,26337,0.959,1970s
PG,157,Drama,7.6,77.0,Sergio Leone,30144,0.69669,1970s
GP,144,Adventure,7.6,50.0,Brian G. Hutton,45338,1.378435,1960s
U,78,Animation,7.6,65.0,Wolfgang Reitherman,166409,141.843612,1960s
U,87,Comedy,7.6,96.0,Richard Lester,40351,13.780024,1960s
Passed,118,Drama,7.6,85.0,Fred Zinnemann,43374,30.5,1950s
